,N_to_C.logFC,N_to_C.AveExpr,N_to_C.t,N_to_C.P.Value,N_to_C.adj.P.Val,N_to_C.B,N_to_C.N_AVG,N_to_C.C_AVG,N_to_C.deltaBeta,N_to_C.CHR,N_to_C.MAPINFO,N_to_C.Strand,N_to_C.Type,N_to_C.gene,N_to_C.feature,N_to_C.cgi,N_to_C.feat.cgi,N_to_C.UCSC_Islands_Name,N_to_C.SNP_ID,N_to_C.SNP_DISTANCE
cg13475877,0.132240081504028,0.705120182793489,4.63506002214304,6.36667526767674e-05,0.0396006200451773,1.41384227348454,0.769107319005115,0.636867237501088,-0.132240081504028,8,56882373,R,II,LYN,Body,opensea,Body-opensea,,rs200107802;rs553682426;rs148017481,44;9;6
cg06394615,-0.135814479231495,0.204310448506774,-4.63472435658293,6.37271357234256e-05,0.0396006200451773,1.41291872004629,0.138593765007664,0.274408244239159,0.135814479231495,16,69134207,R,II,,IGR,opensea,IGR-opensea,,,
cg25458727,-0.167803525376475,0.657078155514913,-4.63446792860861,6.37733029759804e-05,0.0396006200451773,1.41221318867835,0.57588290130049,0.743686426676965,0.167803525376475,3,10261761,F,II,IRAK2,Body,opensea,Body-opensea,,,
cg04180462,-0.143705806071138,0.157418908828981,-4.63404573295058,6.38493873494924e-05,0.0396006200451773,1.41105158030338,0.0878838413752046,0.231589647446342,0.143705806071138,11,107993298,F,II,ACAT1,Body,shore,Body-shore,chr11:107992004-107992731,rs57663127,10
cg26883837,-0.13201141980825,0.151827669913921,-4.63399564219026,6.38584202405406e-05,0.0396006200451773,1.41091376414274,0.087951176458316,0.219962596266566,0.13201141980825,21,46798244,R,II,,IGR,shore,IGR-shore,chr21:46799907-46800846,rs531951832,23
cg15081500,-0.248602666365301,0.568178132713571,-4.6331381910979,6.40132416422304e-05,0.039662080827469,1.40855467012608,0.447886519956168,0.696489186321468,0.2486026663653,7,642612,F,II,LOC101926963,TSS1500,shore,TSS1500-shore,chr7:644181-644461,,
cg26573786,-0.144370869091547,0.150037215318178,-4.63251641036897,6.41257433663348e-05,0.0396895063266947,1.40684401552307,0.0801803431771066,0.224551212268653,0.144370869091547,10,123208407,F,II,,IGR,opensea,IGR-opensea,,rs566424516;rs528875374,1;5
cg14333565,-0.228780234744911,0.361681779342579,-4.63227758796599,6.41690067747592e-05,0.0396895063266947,1.40618697245679,0.250981665756331,0.479761900501242,0.228780234744911,19,5824065,F,II,NRTN,5'UTR,shore,5'UTR-shore,chr19:5824103-5824334,rs555862528;rs185989406,0;24
cg19422878,0.158422303419908,0.78514504865096,4.63188052103617,6.42410007938767e-05,0.0396986688811522,1.40509458216309,0.861801001918657,0.703378698498749,-0.158422303419908,15,100774883,R,II,ADAMTS17,Body,opensea,Body-opensea,,rs146796429;rs34948511;rs192330314;rs140498641,45;21;18;2
cg19539004,-0.16119720230534,0.213607548862511,-4.63117690495562,6.43687735901699e-05,0.0396986688811522,1.40315886543742,0.135608902585733,0.296806104891074,0.16119720230534,22,30643376,F,II,LIF,TSS1500,shore,TSS1500-shore,chr22:30642437-30642671,rs564645522,21
cg20064118,-0.114507931411865,0.178548699876018,-4.63111228759723,6.43805203834422e-05,0.0396986688811522,1.40298109906463,0.123141636289632,0.237649567701497,0.114507931411865,16,726059,F,I,RHBDL1,Body,shelf,Body-shelf,chr16:729438-735815,rs113974570,32
cg12470768,0.0408642443106261,0.891395352232264,4.63096735912619,6.44068746763723e-05,0.0396986688811522,1.40258239323648,0.91116837367289,0.870304129362263,-0.0408642443106263,5,17225041,R,II,BASP1,5'UTR,opensea,5'UTR-opensea,,rs147631738;rs75911942,40;10
cg19393606,-0.271580859599579,0.229842571390194,-4.63047178142575,6.44970731639815e-05,0.0397198753055737,1.40121904774105,0.0984324780355584,0.370013337635138,0.271580859599579,4,2459274,R,II,CFAP99,Body,opensea,Body-opensea,,rs547163229;rs570329603,34;1
cg13452588,-0.18810353971517,0.158649456726134,-4.62990371123554,6.46006199997924e-05,0.0397492584137184,1.39965630187815,0.0676316149284714,0.255735154643641,0.18810353971517,7,130910546,F,II,MKLN1,Body,opensea,Body-opensea,,rs550502391;rs569090693,5;48
cg06052485,0.103040862050646,0.137095056670093,4.62948728557991,6.46766301217025e-05,0.0397616618536885,1.39851074515586,0.186953538307502,0.0839126762568562,-0.103040862050646,21,43374476,R,I,C2CD2,TSS1500,shore,TSS1500-shore,chr21:43373135-43374062,rs553366076,20
cg00610577,0.16687923707977,0.745293020372557,4.62892080221946,6.47801727756219e-05,0.0397764044860278,1.39695241654075,0.826041038314381,0.659161801234612,-0.166879237079769,12,12008666,R,I,ETV6,Body,opensea,Body-opensea,,rs568225013;rs535627672,37;13
cg14201707,0.209030972836419,0.709112893825478,4.62874491014129,6.48123560442138e-05,0.0397764044860278,1.39646856436048,0.810256912939875,0.601225940103456,-0.209030972836419,1,27852061,F,II,,IGR,shelf,IGR-shelf,chr1:27854416-27854963,rs144185045;rs555488872,1;49
cg22916469,-0.251972383056437,0.239148202209898,-4.62773703290949,6.49970752348802e-05,0.0398170084687526,1.39369610407825,0.117226081376138,0.369198464432576,0.251972383056437,2,224366423,F,II,,IGR,opensea,IGR-opensea,,rs1371552;rs563898378;rs532643350,37;41;48
cg26017679,-0.250013291841929,0.326056285077873,-4.62681914610556,6.51657559219667e-05,0.0398170084687526,1.39117127131169,0.205082111605972,0.455095403447901,0.250013291841929,4,148936704,R,II,ARHGAP10,Body,opensea,Body-opensea,,rs181799371;rs570931629,11;2
cg13540639,-0.225852185894691,0.23786660523965,-4.62624419905351,6.52716355516455e-05,0.0398170084687526,1.38958980365249,0.128583289484154,0.354435475378846,0.225852185894691,6,52110447,R,II,IL17F,TSS1500,opensea,TSS1500-opensea,,rs549715041,46
cg26112706,-0.25353378007078,0.242570429721895,-4.62603074060914,6.53109885295485e-05,0.0398170084687526,1.38900266594311,0.119892794203775,0.373426574274555,0.25353378007078,6,30616140,R,II,C6orf136,Body,shore,Body-shore,chr6:30614721-30615643,,
cg26313188,-0.17396864272361,0.2574543425139,-4.62602487275227,6.53120706540355e-05,0.0398170084687526,1.38898652590619,0.173275967002476,0.347244609726086,0.17396864272361,17,9225416,R,II,STX8,Body,opensea,Body-opensea,,rs536567865,1
cg21621660,0.0719058790806809,0.889734565982053,4.62573426269479,6.53656859573236e-05,0.0398170084687526,1.38818718238656,0.924527733279157,0.852621854198476,-0.0719058790806807,2,43934681,F,II,PLEKHH2,ExonBnd,opensea,ExonBnd-opensea,,rs200629095,1
cg09605287,-0.134538068294736,0.181049108368572,-4.62543062418596,6.54217515691505e-05,0.0398170084687526,1.38735201164803,0.115950043064668,0.250488111359404,0.134538068294736,12,54390571,R,II,HOXC-AS2,TSS200,shore,TSS200-shore,chr12:54389113-54389520,rs542443821;rs554914692;rs143711750,25;20;8
cg23256343,0.159264377555955,0.607811867660751,4.62504116172855,6.54937340908391e-05,0.0398170084687526,1.38628079111878,0.684875276155568,0.525610898599613,-0.159264377555955,15,30163825,R,I,,IGR,opensea,IGR-opensea,,rs371776153,16
cg05811998,0.107195280657875,0.488945830608797,4.62503142574883,6.54955345529872e-05,0.0398170084687526,1.38625401238789,0.540814514798092,0.433619234140217,-0.107195280657875,11,22480945,R,II,LINC01495,Body,opensea,Body-opensea,,rs184063957;rs529435172;rs141139945;rs559864436,31;24;23;1
cg04374632,-0.0804494297409303,0.879314704765984,-4.62488427758523,6.55227524547406e-05,0.0398170084687526,1.38584928367681,0.840387561342953,0.920836991083883,0.0804494297409307,9,101705340,F,II,COL15A1,TSS1500,shore,TSS1500-shore,chr9:101705907-101706682,rs555301190;rs575237043;rs544860465;rs59227832;rs578221220,1;11;12;14;39
cg12938694,0.090445562064816,0.827859538322389,4.62462336950651,6.55710400540827e-05,0.0398170084687526,1.38513166510478,0.871623519966654,0.781177957901839,-0.0904455620648159,4,171195014,R,II,LOC101928223,Body,opensea,Body-opensea,,rs140613963,37
cg12706664,-0.180004413477896,0.24090496538319,-4.62399122170215,6.56881813839422e-05,0.0398170084687526,1.38339299112745,0.153806055635821,0.333810469113717,0.180004413477896,13,27678978,R,II,USP12,Body,opensea,Body-opensea,,,
cg01703244,-0.234748066121986,0.285689195057941,-4.62394260602872,6.56971987971847e-05,0.0398170084687526,1.38325927900722,0.172101421127948,0.406849487249934,0.234748066121986,14,24530805,R,II,LRRC16B,Body,opensea,Body-opensea,,rs144119176;rs79873279,44;39
cg17957325,-0.166628911390128,0.462186985342966,-4.62381379027693,6.57210979550018e-05,0.0398170084687526,1.38290498637191,0.381560092734839,0.548189004124968,0.166628911390129,2,216257885,F,II,FN1,Body,opensea,Body-opensea,,rs61732520,1
cg04849008,-0.21080725992186,0.216597860246635,-4.62341657482805,6.57948475824969e-05,0.0398170084687526,1.38181250163628,0.114594347381219,0.32540160730308,0.21080725992186,8,26094333,R,II,,IGR,opensea,IGR-opensea,,rs145243905,1
cg03684977,-0.158779622696983,0.226075806908178,-4.62330234946737,6.58160706127347e-05,0.0398170084687526,1.38149834373584,0.149246957216089,0.308026579913072,0.158779622696984,17,37893803,R,II,GRB7,TSS1500,opensea,TSS1500-opensea,,,
cg03293308,0.149109557429322,0.512124856829123,4.62317560282318,6.58396280442894e-05,0.0398170084687526,1.38114974955993,0.584274642682021,0.435165085252699,-0.149109557429322,2,223065390,R,II,PAX3,3'UTR,opensea,3'UTR-opensea,,rs45521041;rs180785133;rs183870412,39;36;1
cg22697688,-0.1408756220705,0.713866624440053,-4.62266182334118,6.59352060507919e-05,0.0398170084687526,1.37973670566534,0.645701000857553,0.786576622928053,0.1408756220705,2,119786471,R,II,,IGR,opensea,IGR-opensea,,rs191515506,1
cg26504275,-0.256408392705282,0.37000082614267,-4.62262972293456,6.59411822329748e-05,0.0398170084687526,1.37964842098049,0.245932249027211,0.502340641732493,0.256408392705282,20,44562092,R,II,PCIF1,TSS1500,shore,TSS1500-shore,chr20:44562892-44564220,,
cg18882687,0.187963657113545,0.714900478872138,4.62219166954173,6.60227890454026e-05,0.0398228008099225,1.37844366694933,0.805850635539982,0.617886978426437,-0.187963657113545,1,228275828,R,II,ARF1,5'UTR,opensea,5'UTR-opensea,,rs562150561;rs571784332;rs540746510,35;20;1
cg00155198,-0.164478595554442,0.18448152918523,-4.62197789306097,6.60626507478021e-05,0.0398228008099225,1.37785573587878,0.104895111981467,0.26937370753591,0.164478595554442,18,8960975,R,II,,IGR,opensea,IGR-opensea,,rs537480308;rs76801190;rs577472174,49;21;11
cg07484273,0.0981827106388347,0.784552091085421,4.62131085099307,6.6187183928824e-05,0.0398266618003412,1.3760212551529,0.83205985429776,0.733877143658926,-0.0981827106388343,22,46038654,R,II,,IGR,shelf,IGR-shelf,chr22:46041368-46041910,rs145301835,1
cg23389013,-0.119961427229818,0.239553035033959,-4.62123411915008,6.62015242845396e-05,0.0398266618003412,1.37581023204421,0.181507183148563,0.301468610378381,0.119961427229818,12,51422160,R,II,SLC11A2,TSS200,shore,TSS200-shore,chr12:51419640-51420347,rs531979230,50
cg10179693,-0.162883394021713,0.242051170349583,-4.62104497878931,6.62368857506121e-05,0.0398266618003412,1.37529007244422,0.163236624855205,0.326120018876918,0.162883394021713,1,42618939,R,II,GUCA2B,TSS200,opensea,TSS200-opensea,,rs562392802;rs531478243;rs551293535;rs570789279,45;15;10;9
cg06894585,-0.24259364921762,0.289632706308984,-4.61929218783855,6.65654785162936e-05,0.0399541366023848,1.37046983940039,0.172248682494007,0.414842331711626,0.24259364921762,5,39400629,F,II,DAB2,5'UTR,opensea,5'UTR-opensea,,,
cg26745471,-0.154295350250248,0.173437704233197,-4.61911228641008,6.65992957281469e-05,0.0399541366023848,1.36997512097483,0.098778663789529,0.253074014039777,0.154295350250248,16,31055627,F,II,,IGR,shore,IGR-shore,chr16:31053479-31053800,,
cg10900572,0.0801527582277476,0.862011842491123,4.61895620308103,6.66286495121247e-05,0.0399541366023848,1.36954590341569,0.900795435181968,0.820642676954221,-0.0801527582277471,8,135883521,R,II,LOC101927845,Body,opensea,Body-opensea,,,
cg07794221,-0.144129863932284,0.196179656649059,-4.61871847578282,6.66733823239607e-05,0.0399541366023848,1.3688921754418,0.126439399907631,0.270569263839915,0.144129863932284,1,235575239,F,II,TBCE,Body,opensea,Body-opensea,,rs545371419;rs563702807;rs190225273,6;36;37
cg26906610,0.0674216747022403,0.903476439170398,4.61838754879079,6.67357020113034e-05,0.0399578472284012,1.36798216589053,0.936099830155352,0.868678155453113,-0.0674216747022394,17,26393071,R,II,NLK,Body,opensea,Body-opensea,,rs536381916;rs371725456;rs186248192,19;15;6
cg07463103,0.126825983582353,0.80613600509723,4.61745759328663,6.69111394807542e-05,0.0400158955131019,1.36542495536223,0.867503416508045,0.740677432925693,-0.126825983582352,16,89181863,F,I,ACSF3,Body,opensea,Body-opensea,,rs4782448;rs4782447;rs566147688;rs534415131,7;27;28;29
cg13247398,0.123469742591642,0.774508332570213,4.61708741345977,6.69811017190038e-05,0.0400158955131019,1.36440705020229,0.834251756404879,0.710782013813237,-0.123469742591642,11,46366840,R,I,DGKZ,TSS200,shore,TSS200-shore,chr11:46366876-46367101,,
cg15003548,-0.235433044292095,0.252588096578493,-4.61698072458235,6.70012788840423e-05,0.0400158955131019,1.36411368396146,0.138668881598447,0.374101925890542,0.235433044292095,5,139598890,F,II,CYSTM1,Body,opensea,Body-opensea,,rs528299589;rs141651830,14;40
cg09306064,-0.1933320754882,0.240091853112093,-4.61634940601815,6.71207983179997e-05,0.0400536753154782,1.36237774675849,0.146544074650061,0.339876150138261,0.1933320754882,14,54080278,R,II,,IGR,opensea,IGR-opensea,,rs536136596;rs557720196,15;4
cg08808812,-0.200582525843281,0.210534903364448,-4.61544146515628,6.729305808841e-05,0.0401049502138418,1.35988124746193,0.113478842472538,0.314061368315819,0.200582525843281,16,81580500,R,II,CMIP,Body,opensea,Body-opensea,,rs568296942;rs535298189;rs557160272,26;10;7
cg04537173,0.149035187602686,0.652815115254397,4.61496868493954,6.7382930279924e-05,0.0401049502138418,1.35858130898944,0.72492891570731,0.575893728104623,-0.149035187602686,17,35195007,F,II,,IGR,opensea,IGR-opensea,,rs573142728;rs538957742,0;17
cg05130927,-0.134771557004402,0.106628083146282,-4.61480838989823,6.74134282655254e-05,0.0401049502138418,1.35814057268645,0.0414160394344739,0.176187596438876,0.134771557004402,4,99983441,F,II,METAP1,3'UTR,opensea,3'UTR-opensea,,rs571991069;rs545508446;rs62325237;rs114260610,0;26;32;42
cg01919669,-0.225926799473316,0.241225738179576,-4.61468151647633,6.74375771116175e-05,0.0401049502138418,1.35779173192357,0.131906319079584,0.357833118552901,0.225926799473316,11,62782872,R,II,SLC22A8,5'UTR,opensea,5'UTR-opensea,,,
cg03044281,-0.193190914174121,0.209358430779778,-4.61441467925452,6.74883944147267e-05,0.0401049502138418,1.35705806317699,0.115878956179397,0.309069870353518,0.193190914174121,17,1553585,F,II,RILP,TSS200,shore,TSS200-shore,chr17:1551730-1553249,rs542986053;rs553647569,40;43
cg17310976,-0.226780924247745,0.321565479185561,-4.61331780295998,6.76976863258162e-05,0.0401841351389598,1.35404227399013,0.211832773904394,0.43861369815214,0.226780924247745,12,110473785,R,II,ANKRD13A,Body,opensea,Body-opensea,,rs549555271,31
cg22601415,-0.262853072986992,0.220788642266488,-4.61272546946449,6.78109754812523e-05,0.0401841351389598,1.35241373982314,0.0936016714663307,0.356454744453323,0.262853072986992,10,61900940,R,II,ANK3,Body,opensea,Body-opensea,,,
cg20307496,0.0937658380705849,0.71288774057275,4.61264827689906,6.7825753107171e-05,0.0401841351389598,1.35220151264455,0.758258307381097,0.664492469310512,-0.0937658380705844,22,37955927,R,I,CDC42EP1,TSS1500,shore,TSS1500-shore,chr22:37956102-37957926,,
cg07269562,0.0607992304255744,0.850686983304165,4.61240306283293,6.78727177107839e-05,0.0401841351389598,1.35152734412607,0.880105965768153,0.819306735342579,-0.0607992304255741,17,65262793,F,II,,IGR,opensea,IGR-opensea,,rs528646239,37
cg14576436,0.174332232009163,0.787288637181701,4.61224048282811,6.79038736192707e-05,0.0401841351389598,1.35108036510551,0.871642942992586,0.697310710983424,-0.174332232009162,2,223917872,R,II,KCNE4,Body,island,Body-island,chr2:223917576-223918037,rs138456578,36
cg03779684,-0.244116809362892,0.447950836641374,-4.61124420792177,6.80951042200514e-05,0.0402638320102999,1.34834137518667,0.329829799852878,0.57394660921577,0.244116809362892,17,29848958,F,II,RAB11FIP4,Body,opensea,Body-opensea,,rs138290575;rs142781789;rs200267698,5;6;47
cg22650378,0.195322891067739,0.722585866711961,4.60995833671181,6.83427116309955e-05,0.0403209428397349,1.34480635880088,0.81709694303506,0.621774051967322,-0.195322891067738,15,89645205,F,II,ABHD2,5'UTR,opensea,5'UTR-opensea,,rs28607316;rs293380;rs112195682;rs562957812,19;25;28;42
cg11183991,-0.182555595748041,0.6944761822105,-4.6096662446055,6.83990812841457e-05,0.0403209428397349,1.3440033841926,0.60614282942919,0.788698425177231,0.182555595748041,7,590359,F,II,PRKAR1B,Body,shore,Body-shore,chr7:588913-589544,rs534767461;rs75478438;rs568313049,0;19;38
cg04398539,-0.255104156079151,0.33782379380566,-4.60930162088323,6.84695132522651e-05,0.0403209428397349,1.34300102834881,0.214386298928651,0.469490455007803,0.255104156079151,15,63140217,R,II,,IGR,opensea,IGR-opensea,,rs72751476,23
cg24110914,-0.136008088240042,0.178449023392873,-4.60901769488076,6.85244071980458e-05,0.0403209428397349,1.34222052054704,0.112638658115433,0.248646746355475,0.136008088240042,11,12766538,F,II,TEAD1,5'UTR,opensea,5'UTR-opensea,,rs4434986;rs190839127;rs543621796,12;26;29
cg06318274,0.132621982195087,0.451053333378455,4.60849633289607,6.8625320486727e-05,0.0403209428397349,1.34078732542274,0.515225260247045,0.382603278051958,-0.132621982195087,15,86150813,R,II,AKAP13,Body,opensea,Body-opensea,,rs537092344;rs550586600,40;15
cg10082963,-0.19004841267765,0.268729759001357,-4.60838090789441,6.86476817364955e-05,0.0403209428397349,1.34047003204453,0.176770849641204,0.366819262318854,0.19004841267765,11,67933294,F,II,SUV420H1,Body,opensea,Body-opensea,,,
cg15083003,-0.210416102581684,0.240321557220743,-4.60746542489226,6.88252942063768e-05,0.0403209428397349,1.33795349365624,0.138507314036058,0.348923416617741,0.210416102581684,4,54366918,R,II,LNX1-AS1,Body,opensea,Body-opensea,,,
cg04735370,-0.164342997775801,0.17717819918122,-4.60721678247906,6.88736118930674e-05,0.0403209428397349,1.33727002339502,0.0976573938058328,0.262000391581633,0.164342997775801,18,11885242,F,II,GNAL,3'UTR,opensea,3'UTR-opensea,,rs543177649;rs670115,1;49
cg06495631,-0.155985514915311,0.13634588485096,-4.60695426674168,6.89246620494928e-05,0.0403209428397349,1.33654842450082,0.060869022795164,0.216854537710475,0.155985514915311,5,178692806,F,I,ADAMTS2,Body,opensea,Body-opensea,,rs148375976;rs560233116;rs527531808;rs576085243;rs570436506;rs531314633,1;17;24;25;30;31
cg12766785,-0.0983408905096254,0.78831772487836,-4.60694559885861,6.89263482905551e-05,0.0403209428397349,1.33652459848134,0.740733423018864,0.83907431352849,0.0983408905096257,9,98849495,R,II,LOC158435,Body,opensea,Body-opensea,,,
cg12332674,0.100606715624455,0.854249144099076,4.60671357755647,6.89715006899706e-05,0.0403209428397349,1.335886827914,0.902929812949619,0.802323097325163,-0.100606715624455,6,34252820,R,I,,IGR,opensea,IGR-opensea,,rs373384300;rs149599818;rs532299182;rs551778560,28;21;2;1
cg16688899,-0.209802715335578,0.288200743366586,-4.60665507761284,6.89828896760953e-05,0.0403209428397349,1.33572602650662,0.186683300462274,0.396486015797852,0.209802715335578,12,89891352,R,II,POC1B,Body,opensea,Body-opensea,,rs138132096;rs540703798;rs189654939;rs192982261,38;26;10;3
